SOC,Skill,Importance
39-3011.00,Technology Design,1.12
39-3011.00,Equipment Selection,1.0
39-3011.00,Installation,1.0
39-3011.00,Programming,1.0
39-3011.00,Operations Monitoring,1.62
39-3011.00,Operation and Control,1.25
39-3011.00,Equipment Maintenance,1.12
39-3011.00,Troubleshooting,1.38
39-3011.00,Repairing,1.0
39-3011.00,Quality Control Analysis,1.62
39-3011.00,Judgment and Decision Making,2.5
39-3011.00,Systems Analysis,1.5
39-3011.00,Systems Evaluation,1.62
39-3011.00,Time Management,2.5
39-3011.00,Management of Financial Resources,1.5
39-3011.00,Management of Material Resources,1.25
39-3011.00,Management of Personnel Resources,2.12
39-3012.00,Reading Comprehension,2.75
39-3012.00,Active Listening,3.5
39-3012.00,Writing,2.88
39-3012.00,Speaking,3.12
39-3012.00,Mathematics,3.0
39-3012.00,Science,1.25
39-3012.00,Critical Thinking,2.88
39-3012.00,Active Learning,2.62
39-3012.00,Learning Strategies,2.25
39-3012.00,Monitoring,3.12
39-3012.00,Social Perceptiveness,3.0
39-3012.00,Coordination,3.0
39-3012.00,Persuasion,2.5
39-3012.00,Negotiation,2.25
39-3012.00,Instructing,2.25
39-3012.00,Service Orientation,2.88
39-3012.00,Complex Problem Solving,2.5
39-3012.00,Operations Analysis,1.12
39-3012.00,Technology Design,1.0
39-3012.00,Equipment Selection,1.0
39-3012.00,Installation,1.0
39-3012.00,Programming,1.38
39-3012.00,Operations Monitoring,2.0
39-3012.00,Operation and Control,1.62
39-3012.00,Equipment Maintenance,1.0
39-3012.00,Troubleshooting,1.75
39-3012.00,Repairing,1.0
39-3012.00,Quality Control Analysis,1.88
39-3012.00,Judgment and Decision Making,2.62
39-3012.00,Systems Analysis,1.88
39-3012.00,Systems Evaluation,1.88
39-3012.00,Time Management,2.38
39-3012.00,Management of Financial Resources,1.75
39-3012.00,Management of Material Resources,1.75
39-3012.00,Management of Personnel Resources,2.38
39-3021.00,Reading Comprehension,3.0
39-3021.00,Active Listening,3.0
39-3021.00,Writing,2.12
39-3021.00,Speaking,3.0
39-3021.00,Mathematics,1.5
39-3021.00,Science,1.0
39-3021.00,Critical Thinking,2.88
39-3021.00,Active Learning,2.12
39-3021.00,Learning Strategies,2.0
39-3021.00,Monitoring,2.88
39-3021.00,Social Perceptiveness,2.88
39-3021.00,Coordination,2.88
39-3021.00,Persuasion,2.12
39-3021.00,Negotiation,2.0
39-3021.00,Instructing,2.0
39-3021.00,Service Orientation,2.5
39-3021.00,Complex Problem Solving,2.88
39-3021.00,Operations Analysis,1.88
39-3021.00,Technology Design,1.12
39-3021.00,Equipment Selection,2.12
39-3021.00,Installation,1.25
39-3021.00,Programming,1.38
39-3021.00,Operations Monitoring,3.12
39-3021.00,Operation and Control,3.0
39-3021.00,Equipment Maintenance,2.75
39-3021.00,Troubleshooting,2.88
39-3021.00,Repairing,2.88
39-3021.00,Quality Control Analysis,2.75
39-3021.00,Judgment and Decision Making,2.88
39-3021.00,Systems Analysis,2.12
39-3021.00,Systems Evaluation,2.12
39-3021.00,Time Management,2.88
39-3021.00,Management of Financial Resources,1.0
39-3021.00,Management of Material Resources,1.5
39-3021.00,Management of Personnel Resources,1.88
39-3031.00,Reading Comprehension,2.75
39-3031.00,Active Listening,3.12
39-3031.00,Writing,2.25
39-3031.00,Speaking,3.25
39-3031.00,Mathematics,1.88
39-3031.00,Science,1.0
39-3031.00,Critical Thinking,2.75
39-3031.00,Active Learning,2.62
39-3031.00,Learning Strategies,1.62
39-3031.00,Monitoring,2.75
39-3031.00,Social Perceptiveness,3.38
39-3031.00,Coordination,3.0
39-3031.00,Persuasion,2.88
39-3031.00,Negotiation,2.88
39-3031.00,Instructing,1.62
39-3031.00,Service Orientation,3.25
39-3031.00,Complex Problem Solving,2.5
39-3031.00,Operations Analysis,1.25
39-3031.00,Technology Design,1.0
39-3031.00,Equipment Selection,1.0
39-3031.00,Installation,1.0
39-3031.00,Programming,1.38
39-3031.00,Operations Monitoring,2.0
39-3031.00,Operation and Control,1.62
39-3031.00,Equipment Maintenance,1.0
39-3031.00,Troubleshooting,1.88
39-3031.00,Repairing,1.0
39-3031.00,Quality Control Analysis,2.0
39-3031.00,Judgment and Decision Making,2.38
39-3031.00,Systems Analysis,2.0
39-3031.00,Systems Evaluation,2.0
39-3031.00,Time Management,2.5
39-3031.00,Management of Financial Resources,1.0
39-3031.00,Management of Material Resources,1.0
39-3031.00,Management of Personnel Resources,2.38
39-3091.00,Reading Comprehension,2.38
39-3091.00,Active Listening,3.0
39-3091.00,Writing,2.5
39-3091.00,Speaking,3.25
39-3091.00,Mathematics,2.0
39-3091.00,Science,1.0
39-3091.00,Critical Thinking,2.75
39-3091.00,Active Learning,2.38
39-3091.00,Learning Strategies,2.12
39-3091.00,Monitoring,2.88
39-3091.00,Social Perceptiveness,3.0
39-3091.00,Coordination,2.88
39-3091.00,Persuasion,2.38
39-3091.00,Negotiation,2.0
39-3091.00,Instructing,2.12
39-3091.00,Service Orientation,3.12
39-3091.00,Complex Problem Solving,2.12
39-3091.00,Operations Analysis,1.12
39-3091.00,Technology Design,1.38
39-3091.00,Equipment Selection,1.12
39-3091.00,Installation,1.0
39-3091.00,Programming,1.25
39-3091.00,Operations Monitoring,2.38
39-3091.00,Operation and Control,2.25
39-3091.00,Equipment Maintenance,1.75
39-3091.00,Troubleshooting,2.0
39-3091.00,Repairing,1.75
39-3091.00,Quality Control Analysis,1.88
39-3091.00,Judgment and Decision Making,2.62
39-3091.00,Systems Analysis,2.0
39-3091.00,Systems Evaluation,2.0
39-3091.00,Time Management,2.62
39-3091.00,Management of Financial Resources,1.0
39-3091.00,Management of Material Resources,1.38
39-3091.00,Management of Personnel Resources,2.0
39-3092.00,Reading Comprehension,2.88
39-3092.00,Active Listening,3.12
39-3092.00,Writing,2.5
39-3092.00,Speaking,3.12
39-3092.00,Mathematics,1.5
39-3092.00,Science,1.0
39-3092.00,Critical Thinking,2.88
39-3092.00,Active Learning,2.5
39-3092.00,Learning Strategies,1.88
39-3092.00,Monitoring,3.12
39-3092.00,Social Perceptiveness,3.0
39-3092.00,Coordination,3.12
39-3092.00,Persuasion,2.75
39-3092.00,Negotiation,2.75
39-3092.00,Instructing,2.5
39-3092.00,Service Orientation,2.88
39-3092.00,Complex Problem Solving,2.25
39-3092.00,Operations Analysis,2.12
39-3092.00,Technology Design,1.62
39-3092.00,Equipment Selection,1.12
39-3092.00,Installation,1.0
39-3092.00,Programming,1.0
39-3092.00,Operations Monitoring,1.88
39-3092.00,Operation and Control,2.0
39-3092.00,Equipment Maintenance,1.0
39-3092.00,Troubleshooting,1.62
39-3092.00,Repairing,1.0
39-3092.00,Quality Control Analysis,2.0
39-3092.00,Judgment and Decision Making,2.38
39-3092.00,Systems Analysis,2.12
39-3092.00,Systems Evaluation,2.38
39-3092.00,Time Management,2.75
39-3092.00,Management of Financial Resources,1.88
39-3092.00,Management of Material Resources,2.0
39-3092.00,Management of Personnel Resources,2.25
39-3093.00,Reading Comprehension,2.62
39-3093.00,Active Listening,3.5
39-3093.00,Writing,2.25
39-3093.00,Speaking,3.62
39-3093.00,Mathematics,1.38
39-3093.00,Science,1.0
39-3093.00,Critical Thinking,2.5
39-3093.00,Active Learning,2.12
39-3093.00,Learning Strategies,1.38
39-3093.00,Monitoring,2.75
39-3093.00,Social Perceptiveness,3.12
39-3093.00,Coordination,2.75
39-3093.00,Persuasion,2.25
39-3093.00,Negotiation,2.5
39-3093.00,Instructing,2.0
39-3093.00,Service Orientation,3.5
39-3093.00,Complex Problem Solving,2.0
39-3093.00,Operations Analysis,1.25
39-3093.00,Technology Design,1.0
39-3093.00,Equipment Selection,1.12
39-3093.00,Installation,1.0
39-3093.00,Programming,1.0
39-3093.00,Operations Monitoring,1.62
39-3093.00,Operation and Control,1.5
39-3093.00,Equipment Maintenance,1.0
39-3093.00,Troubleshooting,1.0
39-3093.00,Repairing,1.0
39-3093.00,Quality Control Analysis,1.25
39-3093.00,Judgment and Decision Making,2.25
39-3093.00,Systems Analysis,1.0
39-3093.00,Systems Evaluation,1.38
39-3093.00,Time Management,2.38
39-3093.00,Management of Financial Resources,1.0
39-3093.00,Management of Material Resources,1.25
39-3093.00,Management of Personnel Resources,2.0
39-4011.00,Reading Comprehension,3.0
39-4011.00,Active Listening,3.75
39-4011.00,Writing,3.12
39-4011.00,Speaking,3.88
39-4011.00,Mathematics,2.0
39-4011.00,Science,2.62
39-4011.00,Critical Thinking,3.12
39-4011.00,Active Learning,3.0
39-4011.00,Learning Strategies,2.12
39-4011.00,Monitoring,3.0
39-4011.00,Social Perceptiveness,3.12
39-4011.00,Coordination,3.0
39-4011.00,Persuasion,2.25
39-4011.00,Negotiation,2.38
39-4011.00,Instructing,2.62
39-4011.00,Service Orientation,3.12
39-4011.00,Complex Problem Solving,2.88
39-4011.00,Operations Analysis,2.0
39-4011.00,Technology Design,1.88
39-4011.00,Equipment Selection,1.62
39-4011.00,Installation,1.0
39-4011.00,Programming,1.25
39-4011.00,Operations Monitoring,2.75
39-4011.00,Operation and Control,2.12
39-4011.00,Equipment Maintenance,1.5
39-4011.00,Troubleshooting,2.0
39-4011.00,Repairing,1.5
39-4011.00,Quality Control Analysis,2.25
39-4011.00,Judgment and Decision Making,3.0
39-4011.00,Systems Analysis,2.12
39-4011.00,Systems Evaluation,2.12
39-4011.00,Time Management,3.12
39-4011.00,Management of Financial Resources,2.0
39-4011.00,Management of Material Resources,2.0
39-4011.00,Management of Personnel Resources,2.75
39-4021.00,Reading Comprehension,2.75
39-4021.00,Active Listening,3.12
39-4021.00,Writing,2.25
39-4021.00,Speaking,3.0
39-4021.00,Mathematics,1.75
39-4021.00,Science,1.25
39-4021.00,Critical Thinking,2.62
39-4021.00,Active Learning,2.0
39-4021.00,Learning Strategies,2.0
39-4021.00,Monitoring,3.0
39-4021.00,Social Perceptiveness,3.25
39-4021.00,Coordination,3.0
39-4021.00,Persuasion,2.0
39-4021.00,Negotiation,1.88
39-4021.00,Instructing,2.0
39-4021.00,Service Orientation,3.25
39-4021.00,Complex Problem Solving,2.25
39-4021.00,Operations Analysis,1.62
39-4021.00,Technology Design,1.25
39-4021.00,Equipment Selection,1.5
39-4021.00,Installation,1.0
39-4021.00,Programming,1.25
39-4021.00,Operations Monitoring,2.12
39-4021.00,Operation and Control,2.12
39-4021.00,Equipment Maintenance,1.88
39-4021.00,Troubleshooting,2.0
39-4021.00,Repairing,1.25
39-4021.00,Quality Control Analysis,2.0
39-4021.00,Judgment and Decision Making,2.38
39-4021.00,Systems Analysis,2.0
39-4021.00,Systems Evaluation,1.88
39-4021.00,Time Management,2.38
39-4021.00,Management of Financial Resources,1.5
39-4021.00,Management of Material Resources,1.5
39-4021.00,Management of Personnel Resources,1.75
39-4031.00,Reading Comprehension,3.25
39-4031.00,Active Listening,4.12
39-4031.00,Writing,3.25
39-4031.00,Speaking,3.75
39-4031.00,Mathematics,2.75
39-4031.00,Science,1.75
39-4031.00,Critical Thinking,3.12
39-4031.00,Active Learning,3.0
39-4031.00,Learning Strategies,2.75
39-4031.00,Monitoring,3.0
39-4031.00,Social Perceptiveness,4.12
39-4031.00,Coordination,3.75
39-4031.00,Persuasion,3.12
39-4031.00,Negotiation,3.12
39-4031.00,Instructing,3.0
39-4031.00,Service Orientation,3.88
39-4031.00,Complex Problem Solving,3.0
39-4031.00,Operations Analysis,2.38
39-4031.00,Technology Design,1.62
39-4031.00,Equipment Selection,1.25
39-4031.00,Installation,1.0
39-4031.00,Programming,1.38
39-4031.00,Operations Monitoring,2.75
39-4031.00,Operation and Control,2.62
39-4031.00,Equipment Maintenance,1.0
39-4031.00,Troubleshooting,1.75
39-4031.00,Repairing,1.0
39-4031.00,Quality Control Analysis,2.5
39-4031.00,Judgment and Decision Making,3.12
39-4031.00,Systems Analysis,3.0
39-4031.00,Systems Evaluation,2.88
39-4031.00,Time Management,3.38
39-4031.00,Management of Financial Resources,2.62
39-4031.00,Management of Material Resources,2.5
39-4031.00,Management of Personnel Resources,3.0
39-5011.00,Reading Comprehension,2.75
39-5011.00,Active Listening,3.38
39-5011.00,Writing,2.0
39-5011.00,Speaking,3.12
39-5011.00,Mathematics,1.88
39-5011.00,Science,1.25
39-5011.00,Critical Thinking,2.88
39-5011.00,Active Learning,2.5
39-5011.00,Learning Strategies,1.88
39-5011.00,Monitoring,2.88
39-5011.00,Social Perceptiveness,3.12
39-5011.00,Coordination,2.5
39-5011.00,Persuasion,2.25
39-5011.00,Negotiation,2.0
39-5011.00,Instructing,1.62
39-5011.00,Service Orientation,3.12
39-5011.00,Complex Problem Solving,2.25
39-5011.00,Operations Analysis,2.12
39-5011.00,Technology Design,1.5
39-5011.00,Equipment Selection,1.88
39-5011.00,Installation,1.0
39-5011.00,Programming,1.0
39-5011.00,Operations Monitoring,2.0
39-5011.00,Operation and Control,1.88
39-5011.00,Equipment Maintenance,2.0
39-5011.00,Troubleshooting,2.0
39-5011.00,Repairing,1.88
39-5011.00,Quality Control Analysis,1.88
39-5011.00,Judgment and Decision Making,3.0
39-5011.00,Systems Analysis,1.75
39-5011.00,Systems Evaluation,1.62
39-5011.00,Time Management,2.62
39-5011.00,Management of Financial Resources,1.75
39-5011.00,Management of Material Resources,2.0
39-5011.00,Management of Personnel Resources,2.0
39-5012.00,Reading Comprehension,3.0
39-5012.00,Active Listening,3.88
39-5012.00,Writing,2.88
39-5012.00,Speaking,3.75
39-5012.00,Mathematics,2.38
39-5012.00,Science,1.62
39-5012.00,Critical Thinking,3.38
39-5012.00,Active Learning,3.25
39-5012.00,Learning Strategies,2.88
39-5012.00,Monitoring,3.0
39-5012.00,Social Perceptiveness,3.12
39-5012.00,Coordination,2.88
39-5012.00,Persuasion,2.88
39-5012.00,Negotiation,2.75
39-5012.00,Instructing,2.88
39-5012.00,Service Orientation,3.62
39-5012.00,Complex Problem Solving,3.0
39-5012.00,Operations Analysis,2.5
39-5012.00,Technology Design,1.75
39-5012.00,Equipment Selection,1.75
39-5012.00,Installation,1.0
39-5012.00,Programming,1.38
39-5012.00,Operations Monitoring,2.0
39-5012.00,Operation and Control,1.38
39-5012.00,Equipment Maintenance,1.38
39-5012.00,Troubleshooting,1.5
39-5012.00,Repairing,1.0
39-5012.00,Quality Control Analysis,1.62
39-5012.00,Judgment and Decision Making,3.25
39-5012.00,Systems Analysis,2.25
39-5012.00,Systems Evaluation,2.25
39-5012.00,Time Management,3.0
39-5012.00,Management of Financial Resources,1.5
39-5012.00,Management of Material Resources,1.88
39-5012.00,Management of Personnel Resources,2.5
39-5091.00,Reading Comprehension,3.62
39-5091.00,Active Listening,3.5
39-5091.00,Writing,2.88
39-5091.00,Speaking,3.75
39-5091.00,Mathematics,2.12
39-5091.00,Science,1.5
39-5091.00,Critical Thinking,3.25
39-5091.00,Active Learning,3.12
39-5091.00,Learning Strategies,2.75
39-5091.00,Monitoring,3.12
39-5091.00,Social Perceptiveness,3.0
39-5091.00,Coordination,3.12
39-5091.00,Persuasion,2.88
39-5091.00,Negotiation,2.38
39-5091.00,Instructing,2.62
39-5091.00,Service Orientation,3.0
39-5091.00,Complex Problem Solving,3.0
39-5091.00,Operations Analysis,2.38
39-5091.00,Technology Design,1.75
39-5091.00,Equipment Selection,2.0
39-5091.00,Installation,1.0
39-5091.00,Programming,1.38
39-5091.00,Operations Monitoring,2.0
39-5091.00,Operation and Control,1.12
39-5091.00,Equipment Maintenance,1.0
39-5091.00,Troubleshooting,1.62
39-5091.00,Repairing,1.0
39-5091.00,Quality Control Analysis,2.25
39-5091.00,Judgment and Decision Making,3.25
39-5091.00,Systems Analysis,2.5
39-5091.00,Systems Evaluation,2.38
39-5091.00,Time Management,3.0
39-5091.00,Management of Financial Resources,2.88
39-5091.00,Management of Material Resources,2.75
39-5091.00,Management of Personnel Resources,2.5
39-5092.00,Reading Comprehension,2.75
39-5092.00,Active Listening,3.0
39-5092.00,Writing,2.12
39-5092.00,Speaking,3.0
39-5092.00,Mathematics,1.88
39-5092.00,Science,1.0
39-5092.00,Critical Thinking,2.5
39-5092.00,Active Learning,2.75
39-5092.00,Learning Strategies,2.12
39-5092.00,Monitoring,2.62
39-5092.00,Social Perceptiveness,3.0
39-5092.00,Coordination,2.75
39-5092.00,Persuasion,2.62
39-5092.00,Negotiation,2.5
39-5092.00,Instructing,2.12
39-5092.00,Service Orientation,3.0
39-5092.00,Complex Problem Solving,2.25
39-5092.00,Operations Analysis,1.5
39-5092.00,Technology Design,1.75
39-5092.00,Equipment Selection,1.5
39-5092.00,Installation,1.0
39-5092.00,Programming,1.0
39-5092.00,Operations Monitoring,1.5
39-5092.00,Operation and Control,1.12
39-5092.00,Equipment Maintenance,1.0
39-5092.00,Troubleshooting,1.38
39-5092.00,Repairing,1.0
39-5092.00,Quality Control Analysis,1.75
39-5092.00,Judgment and Decision Making,2.38
39-5092.00,Systems Analysis,2.0
39-5092.00,Systems Evaluation,2.0
39-5092.00,Time Management,2.75
39-5092.00,Management of Financial Resources,1.38
39-5092.00,Management of Material Resources,1.5
39-5092.00,Management of Personnel Resources,2.0
39-5093.00,Reading Comprehension,2.5
39-5093.00,Active Listening,3.12
39-5093.00,Writing,2.38
39-5093.00,Speaking,3.25
39-5093.00,Mathematics,1.62
39-5093.00,Science,1.0
39-5093.00,Critical Thinking,2.5
39-5093.00,Active Learning,2.25
39-5093.00,Learning Strategies,2.0
39-5093.00,Monitoring,2.75
39-5093.00,Social Perceptiveness,2.75
39-5093.00,Coordination,2.75
39-5093.00,Persuasion,2.38
39-5093.00,Negotiation,2.25
39-5093.00,Instructing,2.12
39-5093.00,Service Orientation,3.0
39-5093.00,Complex Problem Solving,2.12
39-5093.00,Operations Analysis,1.12
39-5093.00,Technology Design,1.38
39-5093.00,Equipment Selection,1.38
39-5093.00,Installation,1.0
39-5093.00,Programming,1.0
39-5093.00,Operations Monitoring,2.12
39-5093.00,Operation and Control,1.25
39-5093.00,Equipment Maintenance,1.0
39-5093.00,Troubleshooting,1.38
39-5093.00,Repairing,1.0
39-5093.00,Quality Control Analysis,1.5
39-5093.00,Judgment and Decision Making,2.5
39-5093.00,Systems Analysis,1.5
39-5093.00,Systems Evaluation,1.5
39-5093.00,Time Management,2.5
39-5093.00,Management of Financial Resources,1.38
39-5093.00,Management of Material Resources,1.38
39-5093.00,Management of Personnel Resources,2.0
39-5094.00,Reading Comprehension,3.12
39-5094.00,Active Listening,3.5
39-5094.00,Writing,2.88
39-5094.00,Speaking,3.75
39-5094.00,Mathematics,2.0
39-5094.00,Science,1.38
39-5094.00,Critical Thinking,3.12
39-5094.00,Active Learning,3.0
39-5094.00,Learning Strategies,2.75
39-5094.00,Monitoring,3.25
39-5094.00,Social Perceptiveness,3.12
39-5094.00,Coordination,3.0
39-5094.00,Persuasion,2.75
39-5094.00,Negotiation,2.62
39-5094.00,Instructing,2.88
39-5094.00,Service Orientation,3.62
39-5094.00,Complex Problem Solving,3.0
39-5094.00,Operations Analysis,2.0
39-5094.00,Technology Design,1.38
39-5094.00,Equipment Selection,1.88
39-5094.00,Installation,1.0
39-5094.00,Programming,1.25
39-5094.00,Operations Monitoring,2.12
39-5094.00,Operation and Control,2.0
39-5094.00,Equipment Maintenance,1.0
39-5094.00,Troubleshooting,1.5
39-5094.00,Repairing,1.0
39-5094.00,Quality Control Analysis,2.12
39-5094.00,Judgment and Decision Making,2.88
39-5094.00,Systems Analysis,2.38
39-5094.00,Systems Evaluation,2.25
39-5094.00,Time Management,3.0
39-5094.00,Management of Financial Resources,1.5
39-5094.00,Management of Material Resources,1.75
39-5094.00,Management of Personnel Resources,2.0
39-6011.00,Reading Comprehension,2.88
39-6011.00,Active Listening,3.62
39-6011.00,Writing,2.75
39-6011.00,Speaking,3.62
39-6011.00,Mathematics,2.0
39-6011.00,Science,1.0
39-6011.00,Critical Thinking,3.0
39-6011.00,Active Learning,2.25
39-6011.00,Learning Strategies,2.25
39-6011.00,Monitoring,2.88
39-6011.00,Social Perceptiveness,2.88
39-6011.00,Coordination,3.0
39-6011.00,Persuasion,2.25
39-6011.00,Negotiation,2.25
39-6011.00,Instructing,2.5
39-6011.00,Service Orientation,3.75
39-6011.00,Complex Problem Solving,2.88
39-6011.00,Operations Analysis,1.12
39-6011.00,Technology Design,1.25
39-6011.00,Equipment Selection,1.5
39-6011.00,Installation,1.0
